,ID,Timestamp,Date,Time,Hour,Incident,Borough,Station
9928,040142-03042017,2017-04-03 16:21:34+00:00,2017-04-03,16:21:34,16,Medical Incident,HARINGEY,Tottenham
9929,040784-04042017,2017-04-04 22:56:35+00:00,2017-04-04,22:56:35,22,Effecting entry/exit,HARINGEY,Tottenham
9930,042335-08042017,2017-04-08 05:48:35+00:00,2017-04-08,05:48:35,5,RTC,HARINGEY,Tottenham
9931,044234-10042017,2017-04-10 23:34:00+00:00,2017-04-10,23:34:00,23,Spills and Leaks (not RTC),HARINGEY,Tottenham
9932,008185-20012017,2017-01-20 10:25:56+00:00,2017-01-20,10:25:56,10,Effecting entry/exit,HARINGEY,Hornsey
9933,010529-25012017,2017-01-25 11:12:24+00:00,2017-01-25,11:12:24,11,No action (not false alarm),HARINGEY,Hornsey
9934,011438-27012017,2017-01-27 10:32:05+00:00,2017-01-27,10:32:05,10,Effecting entry/exit,HARINGEY,Hornsey
9935,012421-29012017,2017-01-29 17:37:42+00:00,2017-01-29,17:37:42,17,Flooding,HARINGEY,Hornsey
9936,019675-16022017,2017-02-16 13:09:10+00:00,2017-02-16,13:09:10,13,Flooding,HARINGEY,Hornsey
9937,021718-21022017,2017-02-21 14:04:35+00:00,2017-02-21,14:04:35,14,Animal assistance incidents,HARINGEY,Hornsey
9938,021892-22022017,2017-02-22 00:20:18+00:00,2017-02-22,00:20:18,0,RTC,HARINGEY,Hornsey
9939,027244-05032017,2017-03-05 17:12:50+00:00,2017-03-05,17:12:50,17,Flooding,HARINGEY,Hornsey
9940,036233-26032017,2017-03-26 15:40:05+00:00,2017-03-26,15:40:05,15,Making Safe (not RTC),HARINGEY,Hornsey
9941,036921-28032017,2017-03-28 00:37:00+00:00,2017-03-28,00:37:00,0,Lift Release,HARINGEY,Hornsey
9942,042687-08042017,2017-04-08 16:54:28+00:00,2017-04-08,16:54:28,16,Medical Incident,HARINGEY,Hornsey
9943,053163-28042017,2017-04-28 19:38:10+00:00,2017-04-28,19:38:10,19,Lift Release,HARINGEY,Hornsey
9944,014287-03022017,2017-02-03 12:34:11+00:00,2017-02-03,12:34:11,12,Effecting entry/exit,HARINGEY,Hornsey
9945,020004-17022017,2017-02-17 08:55:30+00:00,2017-02-17,08:55:30,8,Flooding,HARINGEY,Hornsey
9946,022476-23022017,2017-02-23 11:56:14+00:00,2017-02-23,11:56:14,11,Other rescue/release of persons,HARINGEY,Hornsey
9947,028144-08032017,2017-03-08 00:07:06+00:00,2017-03-08,00:07:06,0,Effecting entry/exit,HARINGEY,Finchley
9948,040944-05042017,2017-04-05 09:52:48+00:00,2017-04-05,09:52:48,9,Spills and Leaks (not RTC),HARINGEY,Finchley
9949,047241-16042017,2017-04-16 23:38:19+00:00,2017-04-16,23:38:19,23,Spills and Leaks (not RTC),HARINGEY,Hornsey
9950,053158-28042017,2017-04-28 19:29:41+00:00,2017-04-28,19:29:41,19,Animal assistance incidents,HARINGEY,Hornsey
9951,004923-12012017,2017-01-12 11:20:37+00:00,2017-01-12,11:20:37,11,Advice Only,HARINGEY,Hornsey
9952,015938-07022017,2017-02-07 15:30:44+00:00,2017-02-07,15:30:44,15,No action (not false alarm),HARINGEY,Tottenham
9953,018604-13022017,2017-02-13 18:26:45+00:00,2017-02-13,18:26:45,18,Flooding,HARINGEY,Hornsey
9954,020443-18022017,2017-02-18 08:05:35+00:00,2017-02-18,08:05:35,8,Making Safe (not RTC),HARINGEY,Hornsey
9955,029329-10032017,2017-03-10 21:53:41+00:00,2017-03-10,21:53:41,21,RTC,HARINGEY,Tottenham
9956,030221-12032017,2017-03-12 20:53:23+00:00,2017-03-12,20:53:23,20,RTC,HARINGEY,Tottenham
9957,043348-09042017,2017-04-09 18:08:01+00:00,2017-04-09,18:08:01,18,Medical Incident,HARINGEY,Holloway
9958,050246-22042017,2017-04-22 20:14:41+00:00,2017-04-22,20:14:41,20,No action (not false alarm),HARINGEY,Holloway
9959,004397-10012017,2017-01-10 22:23:56+00:00,2017-01-10,22:23:56,22,Effecting entry/exit,HARINGEY,Hornsey
9960,008203-20012017,2017-01-20 11:05:38+00:00,2017-01-20,11:05:38,11,Effecting entry/exit,HARINGEY,Hornsey
9961,010622-25012017,2017-01-25 14:33:28+00:00,2017-01-25,14:33:28,14,Assist other agencies,HARINGEY,Hornsey
9962,022207-22022017,2017-02-22 20:33:21+00:00,2017-02-22,20:33:21,20,Lift Release,HARINGEY,Hornsey
9963,022388-23022017,2017-02-23 10:42:19+00:00,2017-02-23,10:42:19,10,No action (not false alarm),HARINGEY,Hornsey
9964,025313-01032017,2017-03-01 09:05:11+00:00,2017-03-01,09:05:11,9,No action (not false alarm),HARINGEY,Hornsey
9965,028004-07032017,2017-03-07 17:07:13+00:00,2017-03-07,17:07:13,17,RTC,HARINGEY,Hornsey
9966,034394-22032017,2017-03-22 12:04:47+00:00,2017-03-22,12:04:47,12,Making Safe (not RTC),HARINGEY,Hornsey
9967,005555-13012017,2017-01-13 22:02:01+00:00,2017-01-13,22:02:01,22,Effecting entry/exit,HARINGEY,Hornsey
9968,005817-14012017,2017-01-14 16:44:23+00:00,2017-01-14,16:44:23,16,Lift Release,HARINGEY,Hornsey
9969,008334-20012017,2017-01-20 16:22:57+00:00,2017-01-20,16:22:57,16,RTC,HARINGEY,Hornsey
9970,012531-29012017,2017-01-29 22:38:27+00:00,2017-01-29,22:38:27,22,Flooding,HARINGEY,Hornsey
9971,030124-12032017,2017-03-12 18:10:41+00:00,2017-03-12,18:10:41,18,Lift Release,HARINGEY,Hornsey
9972,038584-31032017,2017-03-31 14:14:35+00:00,2017-03-31,14:14:35,14,Effecting entry/exit,HARINGEY,Hornsey
9973,044338-11042017,2017-04-11 09:07:23+00:00,2017-04-11,09:07:23,9,Flooding,HARINGEY,Hornsey
9974,044891-12042017,2017-04-12 08:59:24+00:00,2017-04-12,08:59:24,8,Effecting entry/exit,HARINGEY,Hornsey
9975,048980-20042017,2017-04-20 10:20:43+00:00,2017-04-20,10:20:43,10,Flooding,HARINGEY,Hornsey
9976,004733-11012017,2017-01-11 21:30:23+00:00,2017-01-11,21:30:23,21,No action (not false alarm),HARINGEY,Hornsey
9977,005373-13012017,2017-01-13 13:09:37+00:00,2017-01-13,13:09:37,13,Assist other agencies,HARINGEY,Hornsey
9978,007366-18012017,2017-01-18 12:08:04+00:00,2017-01-18,12:08:04,12,Flooding,HARINGEY,Hornsey
9979,010487-25012017,2017-01-25 08:27:32+00:00,2017-01-25,08:27:32,8,Flooding,HARINGEY,Hornsey
9980,018355-13022017,2017-02-13 06:20:02+00:00,2017-02-13,06:20:02,6,Making Safe (not RTC),HARINGEY,Hornsey
9981,035678-25032017,2017-03-25 12:29:14+00:00,2017-03-25,12:29:14,12,Effecting entry/exit,HARINGEY,Hornsey
9982,039056-01042017,2017-04-01 12:56:19+00:00,2017-04-01,12:56:19,12,Effecting entry/exit,HARINGEY,Hornsey
9983,046596-15042017,2017-04-15 16:40:43+00:00,2017-04-15,16:40:43,16,Effecting entry/exit,HARINGEY,Hornsey
9984,047470-17042017,2017-04-17 15:45:04+00:00,2017-04-17,15:45:04,15,Other rescue/release of persons,HARINGEY,Hornsey
9985,001437-04012017,2017-01-04 05:48:06+00:00,2017-01-04,05:48:06,5,Flooding,HARINGEY,Hornsey
9986,002197-05012017,2017-01-05 20:14:54+00:00,2017-01-05,20:14:54,20,RTC,HARINGEY,Hornsey
9987,002377-06012017,2017-01-06 01:10:24+00:00,2017-01-06,01:10:24,1,Lift Release,HARINGEY,Hornsey
9988,002398-06012017,2017-01-06 04:37:54+00:00,2017-01-06,04:37:54,4,Flooding,HARINGEY,Hornsey
9989,003149-07012017,2017-01-07 20:55:32+00:00,2017-01-07,20:55:32,20,Effecting entry/exit,HARINGEY,Hornsey
9990,005639-14012017,2017-01-14 05:21:56+00:00,2017-01-14,05:21:56,5,Flooding,HARINGEY,Tottenham
9991,005644-14012017,2017-01-14 05:53:51+00:00,2017-01-14,05:53:51,5,Flooding,HARINGEY,Tottenham
9992,007226-18012017,2017-01-18 02:06:41+00:00,2017-01-18,02:06:41,2,Effecting entry/exit,HARINGEY,Tottenham
9993,008295-20012017,2017-01-20 14:58:36+00:00,2017-01-20,14:58:36,14,RTC,HARINGEY,Hornsey
9994,008747-21012017,2017-01-21 14:27:51+00:00,2017-01-21,14:27:51,14,Flooding,HARINGEY,Hornsey
9995,009354-22012017,2017-01-22 17:29:30+00:00,2017-01-22,17:29:30,17,Hazardous Materials incident,HARINGEY,Hornsey
9996,011425-27012017,2017-01-27 10:01:58+00:00,2017-01-27,10:01:58,10,Effecting entry/exit,HARINGEY,Hornsey
9997,017213-10022017,2017-02-10 16:15:38+00:00,2017-02-10,16:15:38,16,Effecting entry/exit,HARINGEY,Tottenham
9998,018554-13022017,2017-02-13 15:59:42+00:00,2017-02-13,15:59:42,15,No action (not false alarm),HARINGEY,Hornsey
9999,021579-21022017,2017-02-21 04:23:03+00:00,2017-02-21,04:23:03,4,Flooding,HARINGEY,Tottenham
10000,025131-28022017,2017-02-28 18:35:06+00:00,2017-02-28,18:35:06,18,Flooding,HARINGEY,Tottenham
10001,025259-01032017,2017-03-01 04:35:20+00:00,2017-03-01,04:35:20,4,Effecting entry/exit,HARINGEY,Hornsey
10002,026288-03032017,2017-03-03 14:17:38+00:00,2017-03-03,14:17:38,14,Lift Release,HARINGEY,Hornsey
10003,026293-03032017,2017-03-03 14:28:56+00:00,2017-03-03,14:28:56,14,Lift Release,HARINGEY,Tottenham
10004,026713-04032017,2017-03-04 13:08:55+00:00,2017-03-04,13:08:55,13,Flooding,HARINGEY,Tottenham
10005,028963-10032017,2017-03-10 00:05:51+00:00,2017-03-10,00:05:51,0,Flooding,HARINGEY,Tottenham
10006,030214-12032017,2017-03-12 20:26:29+00:00,2017-03-12,20:26:29,20,Effecting entry/exit,HARINGEY,Tottenham
10007,033279-19032017,2017-03-19 17:58:28+00:00,2017-03-19,17:58:28,17,Effecting entry/exit,HARINGEY,Hornsey
10008,035669-25032017,2017-03-25 11:58:37+00:00,2017-03-25,11:58:37,11,RTC,HARINGEY,Hornsey
10009,035715-25032017,2017-03-25 13:43:54+00:00,2017-03-25,13:43:54,13,No action (not false alarm),HARINGEY,Hornsey
10010,035739-25032017,2017-03-25 14:49:13+00:00,2017-03-25,14:49:13,14,Effecting entry/exit,HARINGEY,Hornsey
10011,035909-25032017,2017-03-25 19:11:29+00:00,2017-03-25,19:11:29,19,Effecting entry/exit,HARINGEY,Hornsey
10012,035949-25032017,2017-03-25 20:00:55+00:00,2017-03-25,20:00:55,20,Effecting entry/exit,HARINGEY,Hornsey
10013,037771-29032017,2017-03-29 20:19:04+00:00,2017-03-29,20:19:04,20,Medical Incident,HARINGEY,Tottenham
10014,038670-31032017,2017-03-31 17:15:48+00:00,2017-03-31,17:15:48,17,Spills and Leaks (not RTC),HARINGEY,Hornsey
10015,041250-05042017,2017-04-05 23:19:37+00:00,2017-04-05,23:19:37,23,Effecting entry/exit,HARINGEY,Hornsey
10016,041970-07042017,2017-04-07 14:29:26+00:00,2017-04-07,14:29:26,14,Effecting entry/exit,HARINGEY,Hornsey
10017,045855-14042017,2017-04-14 01:30:04+00:00,2017-04-14,01:30:04,1,Flooding,HARINGEY,Tottenham
10018,046458-15042017,2017-04-15 12:42:16+00:00,2017-04-15,12:42:16,12,Making Safe (not RTC),HARINGEY,Hornsey
10019,047634-17042017,2017-04-17 21:39:27+00:00,2017-04-17,21:39:27,21,Flooding,HARINGEY,Tottenham
10020,047702-18042017,2017-04-18 02:01:50+00:00,2017-04-18,02:01:50,2,RTC,HARINGEY,Tottenham
10021,047901-18042017,2017-04-18 12:54:32+00:00,2017-04-18,12:54:32,12,Lift Release,HARINGEY,Tottenham
10022,001099-03012017,2017-01-03 10:57:02+00:00,2017-01-03,10:57:02,10,Lift Release,HARINGEY,Tottenham
10023,007126-17012017,2017-01-17 20:11:35+00:00,2017-01-17,20:11:35,20,Effecting entry/exit,HARINGEY,Tottenham
10024,007657-19012017,2017-01-19 00:29:26+00:00,2017-01-19,00:29:26,0,Effecting entry/exit,HARINGEY,Tottenham
10025,008414-20012017,2017-01-20 19:05:31+00:00,2017-01-20,19:05:31,19,Flooding,HARINGEY,Tottenham
10026,011599-27012017,2017-01-27 16:37:26+00:00,2017-01-27,16:37:26,16,Flooding,HARINGEY,Tottenham
10027,012033-28012017,2017-01-28 15:47:36+00:00,2017-01-28,15:47:36,15,Flooding,HARINGEY,Tottenham
10028,013833-02022017,2017-02-02 08:19:45+00:00,2017-02-02,08:19:45,8,Effecting entry/exit,HARINGEY,Tottenham
10029,014848-04022017,2017-02-04 20:40:06+00:00,2017-02-04,20:40:06,20,RTC,HARINGEY,Tottenham
10030,016945-09022017,2017-02-09 21:38:31+00:00,2017-02-09,21:38:31,21,Flooding,HARINGEY,Tottenham
10031,018198-12022017,2017-02-12 20:04:10+00:00,2017-02-12,20:04:10,20,Other Transport incident,HARINGEY,Tottenham
10032,021138-19022017,2017-02-19 19:56:38+00:00,2017-02-19,19:56:38,19,Advice Only,HARINGEY,Tottenham
10033,021929-22022017,2017-02-22 05:29:09+00:00,2017-02-22,05:29:09,5,Flooding,HARINGEY,Tottenham
10034,025884-02032017,2017-03-02 14:04:53+00:00,2017-03-02,14:04:53,14,No action (not false alarm),HARINGEY,Tottenham
10035,026057-02032017,2017-03-02 20:56:43+00:00,2017-03-02,20:56:43,20,Flooding,HARINGEY,Tottenham
10036,026943-04032017,2017-03-04 22:11:30+00:00,2017-03-04,22:11:30,22,RTC,HARINGEY,Tottenham
10037,027095-05032017,2017-03-05 10:21:36+00:00,2017-03-05,10:21:36,10,No action (not false alarm),HARINGEY,Tottenham
10038,030492-13032017,2017-03-13 14:09:50+00:00,2017-03-13,14:09:50,14,Effecting entry/exit,HARINGEY,Tottenham
10039,030577-13032017,2017-03-13 17:29:50+00:00,2017-03-13,17:29:50,17,RTC,HARINGEY,Tottenham
10040,032018-17032017,2017-03-17 02:38:47+00:00,2017-03-17,02:38:47,2,RTC,HARINGEY,Tottenham
10041,035171-24032017,2017-03-24 09:18:30+00:00,2017-03-24,09:18:30,9,Lift Release,HARINGEY,Tottenham
10042,040011-03042017,2017-04-03 11:29:56+00:00,2017-04-03,11:29:56,11,Effecting entry/exit,HARINGEY,Tottenham
10043,043668-10042017,2017-04-10 03:36:49+00:00,2017-04-10,03:36:49,3,Flooding,HARINGEY,Tottenham
10044,045364-13042017,2017-04-13 02:13:01+00:00,2017-04-13,02:13:01,2,Effecting entry/exit,HARINGEY,Tottenham
10045,047294-17042017,2017-04-17 01:41:23+00:00,2017-04-17,01:41:23,1,Effecting entry/exit,HARINGEY,Tottenham
10046,048843-19042017,2017-04-19 23:12:53+00:00,2017-04-19,23:12:53,23,Spills and Leaks (not RTC),HARINGEY,Tottenham
10047,049361-20042017,2017-04-20 23:49:39+00:00,2017-04-20,23:49:39,23,Flooding,HARINGEY,Tottenham
10048,049419-21042017,2017-04-21 06:17:51+00:00,2017-04-21,06:17:51,6,Spills and Leaks (not RTC),HARINGEY,Tottenham
10049,052774-27042017,2017-04-27 21:15:13+00:00,2017-04-27,21:15:13,21,Flooding,HARINGEY,Tottenham
10050,053599-29042017,2017-04-29 19:20:01+00:00,2017-04-29,19:20:01,19,RTC,HARINGEY,Tottenham
10051,000753-02012017,2017-01-02 13:57:28+00:00,2017-01-02,13:57:28,13,Lift Release,HARINGEY,Tottenham
10052,005408-13012017,2017-01-13 15:11:06+00:00,2017-01-13,15:11:06,15,No action (not false alarm),HARINGEY,Tottenham
10053,012810-30012017,2017-01-30 17:13:32+00:00,2017-01-30,17:13:32,17,Effecting entry/exit,HARINGEY,Tottenham
10054,020242-17022017,2017-02-17 18:37:14+00:00,2017-02-17,18:37:14,18,Flooding,HARINGEY,Tottenham
10055,030584-13032017,2017-03-13 17:45:38+00:00,2017-03-13,17:45:38,17,No action (not false alarm),HARINGEY,Tottenham
10056,037869-30032017,2017-03-30 03:37:08+00:00,2017-03-30,03:37:08,3,No action (not false alarm),HARINGEY,Tottenham
10057,042338-08042017,2017-04-08 06:00:40+00:00,2017-04-08,06:00:40,6,Lift Release,HARINGEY,Tottenham
10058,046926-16042017,2017-04-16 11:01:24+00:00,2017-04-16,11:01:24,11,Spills and Leaks (not RTC),HARINGEY,Tottenham
10059,053589-29042017,2017-04-29 18:44:54+00:00,2017-04-29,18:44:54,18,Flooding,HARINGEY,Tottenham
10060,002683-06012017,2017-01-06 19:24:19+00:00,2017-01-06,19:24:19,19,Flooding,HARINGEY,Tottenham
10061,004530-11012017,2017-01-11 11:09:26+00:00,2017-01-11,11:09:26,11,Evacuation (no fire),HARINGEY,Tottenham
10062,004885-12012017,2017-01-12 09:35:58+00:00,2017-01-12,09:35:58,9,No action (not false alarm),HARINGEY,Tottenham
10063,008440-20012017,2017-01-20 19:52:45+00:00,2017-01-20,19:52:45,19,No action (not false alarm),HARINGEY,Tottenham
10064,009303-22012017,2017-01-22 16:04:21+00:00,2017-01-22,16:04:21,16,Flooding,HARINGEY,Tottenham
10065,015220-05022017,2017-02-05 19:33:49+00:00,2017-02-05,19:33:49,19,Effecting entry/exit,HARINGEY,Tottenham
10066,015590-06022017,2017-02-06 18:26:03+00:00,2017-02-06,18:26:03,18,Effecting entry/exit,HARINGEY,Tottenham
10067,019623-16022017,2017-02-16 10:46:49+00:00,2017-02-16,10:46:49,10,Flooding,HARINGEY,Tottenham
10068,021116-19022017,2017-02-19 18:55:26+00:00,2017-02-19,18:55:26,18,RTC,HARINGEY,Tottenham
10069,022154-22022017,2017-02-22 18:16:59+00:00,2017-02-22,18:16:59,18,Effecting entry/exit,HARINGEY,Tottenham
10070,022328-23022017,2017-02-23 08:32:32+00:00,2017-02-23,08:32:32,8,Making Safe (not RTC),HARINGEY,Tottenham
10071,026869-04032017,2017-03-04 18:39:59+00:00,2017-03-04,18:39:59,18,Flooding,HARINGEY,Tottenham
10072,029838-12032017,2017-03-12 01:35:25+00:00,2017-03-12,01:35:25,1,Effecting entry/exit,HARINGEY,Tottenham
10073,029952-12032017,2017-03-12 11:08:24+00:00,2017-03-12,11:08:24,11,Making Safe (not RTC),HARINGEY,Tottenham
10074,033583-20032017,2017-03-20 12:06:44+00:00,2017-03-20,12:06:44,12,Assist other agencies,HARINGEY,Tottenham
10075,037773-29032017,2017-03-29 20:20:23+00:00,2017-03-29,20:20:23,20,RTC,HARINGEY,Tottenham
10076,039664-02042017,2017-04-02 17:24:57+00:00,2017-04-02,17:24:57,17,No action (not false alarm),HARINGEY,Tottenham
10077,042527-08042017,2017-04-08 13:10:14+00:00,2017-04-08,13:10:14,13,Lift Release,HARINGEY,Tottenham
10078,043065-09042017,2017-04-09 11:43:59+00:00,2017-04-09,11:43:59,11,Lift Release,HARINGEY,Tottenham
10079,045225-12042017,2017-04-12 19:48:48+00:00,2017-04-12,19:48:48,19,Hazardous Materials incident,HARINGEY,Tottenham
10080,045386-13042017,2017-04-13 04:21:53+00:00,2017-04-13,04:21:53,4,Flooding,HARINGEY,Tottenham
10081,046412-15042017,2017-04-15 10:37:28+00:00,2017-04-15,10:37:28,10,Lift Release,HARINGEY,Tottenham
10082,046435-15042017,2017-04-15 11:44:04+00:00,2017-04-15,11:44:04,11,Lift Release,HARINGEY,Tottenham
10083,047523-17042017,2017-04-17 17:40:22+00:00,2017-04-17,17:40:22,17,Lift Release,HARINGEY,Tottenham
10084,052907-28042017,2017-04-28 08:15:01+00:00,2017-04-28,08:15:01,8,Flooding,HARINGEY,Tottenham
10085,008615-21012017,2017-01-21 08:07:30+00:00,2017-01-21,08:07:30,8,RTC,HARINGEY,Holloway
10086,014737-04022017,2017-02-04 16:07:25+00:00,2017-02-04,16:07:25,16,No action (not false alarm),HARINGEY,Hornsey
10087,014771-04022017,2017-02-04 17:27:20+00:00,2017-02-04,17:27:20,17,Effecting entry/exit,HARINGEY,Holloway
10088,018964-14022017,2017-02-14 17:13:46+00:00,2017-02-14,17:13:46,17,RTC,HARINGEY,Hornsey
10089,022625-23022017,2017-02-23 14:07:33+00:00,2017-02-23,14:07:33,14,Making Safe (not RTC),HARINGEY,Hornsey
10090,024903-28022017,2017-02-28 02:01:28+00:00,2017-02-28,02:01:28,2,Spills and Leaks (not RTC),HARINGEY,Hornsey
10091,027398-06032017,2017-03-06 03:06:46+00:00,2017-03-06,03:06:46,3,Effecting entry/exit,HARINGEY,Holloway
10092,029269-10032017,2017-03-10 19:07:36+00:00,2017-03-10,19:07:36,19,Lift Release,HARINGEY,Hornsey
10093,038788-31032017,2017-03-31 20:21:59+00:00,2017-03-31,20:21:59,20,Spills and Leaks (not RTC),HARINGEY,Holloway
10094,053230-28042017,2017-04-28 22:14:31+00:00,2017-04-28,22:14:31,22,Effecting entry/exit,HARINGEY,Holloway
10095,004997-12012017,2017-01-12 15:17:53+00:00,2017-01-12,15:17:53,15,RTC,HARINGEY,Tottenham
10096,005124-12012017,2017-01-12 19:40:39+00:00,2017-01-12,19:40:39,19,Other rescue/release of persons,HARINGEY,Tottenham
10097,005140-12012017,2017-01-12 20:41:40+00:00,2017-01-12,20:41:40,20,Animal assistance incidents,HARINGEY,Tottenham
10098,014033-02022017,2017-02-02 18:20:02+00:00,2017-02-02,18:20:02,18,Other Transport incident,HARINGEY,Tottenham
10099,015653-06022017,2017-02-06 22:30:29+00:00,2017-02-06,22:30:29,22,Flooding,HARINGEY,Tottenham
10100,015744-07022017,2017-02-07 06:46:40+00:00,2017-02-07,06:46:40,6,Effecting entry/exit,HARINGEY,Tottenham
10101,020432-18022017,2017-02-18 07:28:17+00:00,2017-02-18,07:28:17,7,Effecting entry/exit,HARINGEY,Tottenham
10102,021738-21022017,2017-02-21 15:18:54+00:00,2017-02-21,15:18:54,15,Effecting entry/exit,HARINGEY,Tottenham
10103,022445-23022017,2017-02-23 11:34:21+00:00,2017-02-23,11:34:21,11,Making Safe (not RTC),HARINGEY,Tottenham
10104,023002-23022017,2017-02-23 19:10:11+00:00,2017-02-23,19:10:11,19,Effecting entry/exit,HARINGEY,Tottenham
10105,025202-28022017,2017-02-28 23:32:01+00:00,2017-02-28,23:32:01,23,Effecting entry/exit,HARINGEY,Tottenham
10106,028548-09032017,2017-03-09 00:44:00+00:00,2017-03-09,00:44:00,0,Spills and Leaks (not RTC),HARINGEY,Tottenham
10107,030661-13032017,2017-03-13 20:44:41+00:00,2017-03-13,20:44:41,20,Effecting entry/exit,HARINGEY,Tottenham
10108,033971-21032017,2017-03-21 12:33:26+00:00,2017-03-21,12:33:26,12,Lift Release,HARINGEY,Tottenham
10109,034918-23032017,2017-03-23 15:58:52+00:00,2017-03-23,15:58:52,15,Effecting entry/exit,HARINGEY,Tottenham
10110,035653-25032017,2017-03-25 11:19:43+00:00,2017-03-25,11:19:43,11,Flooding,HARINGEY,Tottenham
10111,038164-30032017,2017-03-30 17:59:57+00:00,2017-03-30,17:59:57,17,Effecting entry/exit,HARINGEY,Tottenham
10112,040433-04042017,2017-04-04 07:06:03+00:00,2017-04-04,07:06:03,7,RTC,HARINGEY,Tottenham
10113,044611-11042017,2017-04-11 18:54:50+00:00,2017-04-11,18:54:50,18,Flooding,HARINGEY,Tottenham
10114,047739-18042017,2017-04-18 05:28:54+00:00,2017-04-18,05:28:54,5,Lift Release,HARINGEY,Tottenham
10115,048466-19042017,2017-04-19 14:25:01+00:00,2017-04-19,14:25:01,14,Flooding,HARINGEY,Tottenham
10116,051417-25042017,2017-04-25 09:02:44+00:00,2017-04-25,09:02:44,9,Effecting entry/exit,HARINGEY,Tottenham
10117,052496-27042017,2017-04-27 11:15:42+00:00,2017-04-27,11:15:42,11,Medical Incident,HARINGEY,Tottenham
10118,052967-28042017,2017-04-28 11:26:32+00:00,2017-04-28,11:26:32,11,Effecting entry/exit,HARINGEY,Tottenham
10119,053848-30042017,2017-04-30 07:40:14+00:00,2017-04-30,07:40:14,7,Flooding,HARINGEY,Tottenham
10120,054165-30042017,2017-04-30 18:21:27+00:00,2017-04-30,18:21:27,18,Effecting entry/exit,HARINGEY,Tottenham
10121,003349-08012017,2017-01-08 10:43:52+00:00,2017-01-08,10:43:52,10,Flooding,HARINGEY,Tottenham
10122,004973-12012017,2017-01-12 13:35:40+00:00,2017-01-12,13:35:40,13,Flooding,HARINGEY,Tottenham
10123,005260-13012017,2017-01-13 05:58:20+00:00,2017-01-13,05:58:20,5,Flooding,HARINGEY,Tottenham
10124,005653-14012017,2017-01-14 07:16:00+00:00,2017-01-14,07:16:00,7,Flooding,HARINGEY,Tottenham
10125,007646-18012017,2017-01-18 23:24:48+00:00,2017-01-18,23:24:48,23,Flooding,HARINGEY,Tottenham
10126,009192-22012017,2017-01-22 11:41:58+00:00,2017-01-22,11:41:58,11,Effecting entry/exit,HARINGEY,Tottenham
10127,016248-08022017,2017-02-08 08:57:39+00:00,2017-02-08,08:57:39,8,Flooding,HARINGEY,Tottenham
10128,017263-10022017,2017-02-10 17:36:56+00:00,2017-02-10,17:36:56,17,RTC,HARINGEY,Tottenham
10129,019477-15022017,2017-02-15 23:34:48+00:00,2017-02-15,23:34:48,23,Effecting entry/exit,HARINGEY,Tottenham
10130,024379-26022017,2017-02-26 19:46:27+00:00,2017-02-26,19:46:27,19,Flooding,HARINGEY,Tottenham
10131,024856-27022017,2017-02-27 22:44:16+00:00,2017-02-27,22:44:16,22,Flooding,HARINGEY,Tottenham
10132,025545-01032017,2017-03-01 20:28:47+00:00,2017-03-01,20:28:47,20,Animal assistance incidents,HARINGEY,Tottenham
10133,026591-04032017,2017-03-04 04:51:02+00:00,2017-03-04,04:51:02,4,Flooding,HARINGEY,Tottenham
10134,030096-12032017,2017-03-12 17:35:08+00:00,2017-03-12,17:35:08,17,Effecting entry/exit,HARINGEY,Tottenham
10135,035663-25032017,2017-03-25 11:45:44+00:00,2017-03-25,11:45:44,11,Flooding,HARINGEY,Tottenham
10136,036444-27032017,2017-03-27 00:13:39+00:00,2017-03-27,00:13:39,0,Flooding,HARINGEY,Tottenham
10137,038035-30032017,2017-03-30 14:22:25+00:00,2017-03-30,14:22:25,14,Assist other agencies,HARINGEY,Tottenham
10138,039189-01042017,2017-04-01 17:11:33+00:00,2017-04-01,17:11:33,17,Making Safe (not RTC),HARINGEY,Tottenham
10139,040586-04042017,2017-04-04 13:51:27+00:00,2017-04-04,13:51:27,13,Flooding,HARINGEY,Tottenham
10140,042812-08042017,2017-04-08 20:28:45+00:00,2017-04-08,20:28:45,20,No action (not false alarm),HARINGEY,Tottenham
10141,046230-14042017,2017-04-14 21:11:06+00:00,2017-04-14,21:11:06,21,Effecting entry/exit,HARINGEY,Tottenham
10142,048228-19042017,2017-04-19 00:11:47+00:00,2017-04-19,00:11:47,0,Flooding,HARINGEY,Tottenham
10143,048412-19042017,2017-04-19 12:37:54+00:00,2017-04-19,12:37:54,12,No action (not false alarm),HARINGEY,Tottenham
10144,049809-21042017,2017-04-21 23:12:36+00:00,2017-04-21,23:12:36,23,Lift Release,HARINGEY,Tottenham
10145,050648-23042017,2017-04-23 15:40:33+00:00,2017-04-23,15:40:33,15,Flooding,HARINGEY,Tottenham
10146,051012-24042017,2017-04-24 10:04:53+00:00,2017-04-24,10:04:53,10,No action (not false alarm),HARINGEY,Tottenham
10147,002344-05012017,2017-01-05 23:49:31+00:00,2017-01-05,23:49:31,23,Flooding,HARINGEY,Tottenham
10148,004559-11012017,2017-01-11 12:30:41+00:00,2017-01-11,12:30:41,12,RTC,HARINGEY,Tottenham
10149,006627-16012017,2017-01-16 17:41:46+00:00,2017-01-16,17:41:46,17,Spills and Leaks (not RTC),HARINGEY,Tottenham
